features,fractal,model1,model2,dm_stat,p_value,n_obs,significant
DIX+GEX+SKEW,wavelet,RNN,GRU,-12.420527325854778,0.0,587,True
DIX+GEX+SKEW,wavelet,RNN,CNN,-4.207226359722933,2.586841583251953e-05,587,True
DIX+GEX+SKEW,wavelet,RNN,CNN_LSTM,-5.738824036604541,0.0,587,True
DIX+GEX+SKEW,wavelet,LSTM,GRU,-31.584707471875863,0.0,587,True
DIX+GEX+SKEW,wavelet,LSTM,CNN,-7.381080213841561,0.0,587,True
DIX+GEX+SKEW,wavelet,LSTM,CNN_LSTM,-10.46273684555806,0.0,587,True
DIX+GEX+SKEW,wavelet,GRU,CNN,1.3008569557730458,0.19330739974975586,587,False
DIX+GEX+SKEW,wavelet,GRU,CNN_LSTM,2.44228740109326,0.014594554901123047,587,True
DIX+GEX+SKEW,wavelet,CNN,CNN_LSTM,0.11384155538667587,0.9093633890151978,587,False
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ARIMA,ANN,-51.844984591538854,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ARIMA,RNN,-51.96894869067259,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ARIMA,LSTM,-52.014083642371894,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ARIMA,GRU,-51.989196849588154,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ARIMA,CNN,-52.00063611799297,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ARIMA,CNN_LSTM,-52.059295918275176,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GARCH,ANN,-82.20585705378423,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GARCH,RNN,-82.76458839184201,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GARCH,LSTM,-82.56052342105673,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GARCH,GRU,-82.5478822241317,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GARCH,CNN,-82.79171776512372,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GARCH,CNN_LSTM,-82.93216474259778,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ANN,RNN,-9.903615373152121,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ANN,LSTM,14.789731588800109,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ANN,GRU,15.545392065549672,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ANN,CNN,-1.9167618853265975,0.055268168449401855,597,False
DIX+GEX+SKEW+PUTCALLRATIO,hurst,ANN,CNN_LSTM,-0.23714027200335083,0.8125479221343994,597,False
DIX+GEX+SKEW+PUTCALLRATIO,hurst,RNN,LSTM,17.741391270931032,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,RNN,GRU,18.697594692426264,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,RNN,CNN,6.311858078525456,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,RNN,CNN_LSTM,7.723737787399956,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,LSTM,GRU,-3.6035550021387435,0.00031375885009765625,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,LSTM,CNN,-10.793811931563209,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,LSTM,CNN_LSTM,-8.964393384614704,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GRU,CNN,-10.400718806760768,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,GRU,CNN_LSTM,-8.408970199563923,0.0,597,True
DIX+GEX+SKEW+PUTCALLRATIO,hurst,CNN,CNN_LSTM,4.5639978407755875,5.0067901611328125e-06,597,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ARIMA,ANN,-44.29888617897781,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ARIMA,RNN,-44.3653961785128,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ARIMA,LSTM,-44.342611245695316,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ARIMA,GRU,-44.34042081925936,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ARIMA,CNN,-44.27997635687818,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ARIMA,CNN_LSTM,-44.385682206997146,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GARCH,ANN,-74.4641277052744,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GARCH,RNN,-74.56275366548103,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GARCH,LSTM,-74.37473510969399,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GARCH,GRU,-74.50880341782378,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GARCH,CNN,-74.58283553064591,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GARCH,CNN_LSTM,-74.79527114502208,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ANN,RNN,7.477115689395561,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ANN,LSTM,9.142369971671425,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ANN,GRU,3.9452328990001253,7.963180541992188e-05,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ANN,CNN,-9.754103898216476,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,ANN,CNN_LSTM,2.5101626013572913,0.012067556381225586,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,RNN,LSTM,3.206346732547749,0.0013443231582641602,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,RNN,GRU,-4.368464438903097,1.2636184692382812e-05,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,RNN,CNN,-13.196489055133549,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,RNN,CNN_LSTM,-6.1473617695998595,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,LSTM,GRU,-7.532375189734065,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,LSTM,CNN,-13.367482080972989,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,LSTM,CNN_LSTM,-7.362319752109449,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GRU,CNN,-14.572533770810825,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,none,GRU,CNN_LSTM,-1.7750258749483223,0.07589364051818848,617,False
DIX+GEX+SKEW+PUTCALLRATIO,none,CNN,CNN_LSTM,13.09878287117864,0.0,617,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ARIMA,ANN,-52.79933014621795,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ARIMA,RNN,-53.15726913847907,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ARIMA,LSTM,-52.97553433157136,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ARIMA,GRU,-52.90341323573432,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ARIMA,CNN,-52.92317721726679,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ARIMA,CNN_LSTM,-53.0891764809669,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GARCH,ANN,-83.89168721774175,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GARCH,RNN,-84.8769831339326,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GARCH,LSTM,-84.38070582956759,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GARCH,GRU,-84.32649048251345,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GARCH,CNN,-84.46610844872279,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GARCH,CNN_LSTM,-84.91003872737546,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ANN,RNN,-0.179435424657642,0.8575958013534546,587,False
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ANN,LSTM,1.6380522766273693,0.10141074657440186,587,False
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ANN,GRU,-12.226271651810348,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ANN,CNN,-15.98043024418209,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,ANN,CNN_LSTM,-8.304111874063778,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,RNN,LSTM,1.5496499553592702,0.12122559547424316,587,False
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,RNN,GRU,-10.162674415240348,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,RNN,CNN,-20.129179912768752,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,RNN,CNN_LSTM,-11.851332347826931,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,LSTM,GRU,-25.896527026629315,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,LSTM,CNN,-25.134435901388446,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,LSTM,CNN_LSTM,-11.227571731496745,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GRU,CNN,-14.490831925088013,0.0,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,GRU,CNN_LSTM,-5.217092717390454,4.76837158203125e-07,587,True
DIX+GEX+SKEW+PUTCALLRATIO,wavelet,CNN,CNN_LSTM,3.269806189580026,0.0010762214660644531,587,True
DIX+PUTCALLRATIO,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX+PUTCALLRATIO,hurst,ARIMA,ANN,-52.030242403276716,0.0,597,True
DIX+PUTCALLRATIO,hurst,ARIMA,RNN,-51.926624180883096,0.0,597,True
DIX+PUTCALLRATIO,hurst,ARIMA,LSTM,-52.023462486694235,0.0,597,True
DIX+PUTCALLRATIO,hurst,ARIMA,GRU,-51.90673243648429,0.0,597,True
DIX+PUTCALLRATIO,hurst,ARIMA,CNN,-51.69451856338819,0.0,597,True
DIX+PUTCALLRATIO,hurst,ARIMA,CNN_LSTM,-51.81868476048283,0.0,597,True
DIX+PUTCALLRATIO,hurst,GARCH,ANN,-82.4603936047223,0.0,597,True
DIX+PUTCALLRATIO,hurst,GARCH,RNN,-82.41479616306304,0.0,597,True
DIX+PUTCALLRATIO,hurst,GARCH,LSTM,-82.47466609963278,0.0,597,True
DIX+PUTCALLRATIO,hurst,GARCH,GRU,-82.36941402683259,0.0,597,True
DIX+PUTCALLRATIO,hurst,GARCH,CNN,-82.0389736922606,0.0,597,True
DIX+PUTCALLRATIO,hurst,GARCH,CNN_LSTM,-82.18433428160569,0.0,597,True
DIX+PUTCALLRATIO,hurst,ANN,RNN,-3.2927705325286474,0.0009920597076416016,597,True
DIX+PUTCALLRATIO,hurst,ANN,LSTM,3.639268933556212,0.0002734661102294922,597,True
DIX+PUTCALLRATIO,hurst,ANN,GRU,-2.146500341614059,0.03183293342590332,597,True
DIX+PUTCALLRATIO,hurst,ANN,CNN,-15.203618492288193,0.0,597,True
DIX+PUTCALLRATIO,hurst,ANN,CNN_LSTM,-10.005530794860253,0.0,597,True
DIX+PUTCALLRATIO,hurst,RNN,LSTM,9.233836869891467,0.0,597,True
DIX+PUTCALLRATIO,hurst,RNN,GRU,2.116157955271608,0.034331440925598145,597,True
DIX+PUTCALLRATIO,hurst,RNN,CNN,-20.750287788403345,0.0,597,True
DIX+PUTCALLRATIO,hurst,RNN,CNN_LSTM,-9.226231851462442,0.0,597,True
DIX+PUTCALLRATIO,hurst,LSTM,GRU,-8.546409070010952,0.0,597,True
DIX+PUTCALLRATIO,hurst,LSTM,CNN,-19.180877697526864,0.0,597,True
DIX+PUTCALLRATIO,hurst,LSTM,CNN_LSTM,-12.23121509787851,0.0,597,True
DIX+PUTCALLRATIO,hurst,GRU,CNN,-20.839935818880026,0.0,597,True
DIX+PUTCALLRATIO,hurst,GRU,CNN_LSTM,-9.29299277921017,0.0,597,True
DIX+PUTCALLRATIO,hurst,CNN,CNN_LSTM,16.67260242266872,0.0,597,True
DIX+PUTCALLRATIO,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX+PUTCALLRATIO,none,ARIMA,ANN,-44.231006713700744,0.0,617,True
DIX+PUTCALLRATIO,none,ARIMA,RNN,-44.305396246838406,0.0,617,True
DIX+PUTCALLRATIO,none,ARIMA,LSTM,-44.144749230809786,0.0,617,True
DIX+PUTCALLRATIO,none,ARIMA,GRU,-44.28109259645271,0.0,617,True
DIX+PUTCALLRATIO,none,ARIMA,CNN,-43.90607355079752,0.0,617,True
DIX+PUTCALLRATIO,none,ARIMA,CNN_LSTM,-44.12752752684866,0.0,617,True
DIX+PUTCALLRATIO,none,GARCH,ANN,-74.13358603044341,0.0,617,True
DIX+PUTCALLRATIO,none,GARCH,RNN,-74.3941289714327,0.0,617,True
DIX+PUTCALLRATIO,none,GARCH,LSTM,-73.98823933583341,0.0,617,True
DIX+PUTCALLRATIO,none,GARCH,GRU,-74.23573608282304,0.0,617,True
DIX+PUTCALLRATIO,none,GARCH,CNN,-73.55592336805222,0.0,617,True
DIX+PUTCALLRATIO,none,GARCH,CNN_LSTM,-73.93917231809085,0.0,617,True
DIX+PUTCALLRATIO,none,ANN,RNN,2.292716448917292,0.02186417579650879,617,True
DIX+PUTCALLRATIO,none,ANN,LSTM,-11.422139309791216,0.0,617,True
DIX+PUTCALLRATIO,none,ANN,GRU,8.245892982526094,0.0,617,True
DIX+PUTCALLRATIO,none,ANN,CNN,-20.15646823513053,0.0,617,True
DIX+PUTCALLRATIO,none,ANN,CNN_LSTM,-12.186489096586449,0.0,617,True
DIX+PUTCALLRATIO,none,RNN,LSTM,-15.547806389831997,0.0,617,True
DIX+PUTCALLRATIO,none,RNN,GRU,4.642532401858334,3.4570693969726562e-06,617,True
DIX+PUTCALLRATIO,none,RNN,CNN,-21.601310330047085,0.0,617,True
DIX+PUTCALLRATIO,none,RNN,CNN_LSTM,-14.900929036002907,0.0,617,True
DIX+PUTCALLRATIO,none,LSTM,GRU,19.38020424579057,0.0,617,True
DIX+PUTCALLRATIO,none,LSTM,CNN,-21.23563700978004,0.0,617,True
DIX+PUTCALLRATIO,none,LSTM,CNN_LSTM,-5.240034244695425,2.384185791015625e-07,617,True
DIX+PUTCALLRATIO,none,GRU,CNN,-21.37905951019731,0.0,617,True
DIX+PUTCALLRATIO,none,GRU,CNN_LSTM,-19.252105168084967,0.0,617,True
DIX+PUTCALLRATIO,none,CNN,CNN_LSTM,21.20150995698442,0.0,617,True
DIX+PUTCALLRATIO,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
DIX+PUTCALLRATIO,wavelet,ARIMA,ANN,-52.967527153525324,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ARIMA,RNN,-52.81783961329811,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ARIMA,LSTM,-52.734375547922475,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ARIMA,GRU,-52.76056909489309,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ARIMA,CNN,-52.952073656575635,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ARIMA,CNN_LSTM,-52.84172045410865,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GARCH,ANN,-84.2873186194053,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GARCH,RNN,-83.98113484660932,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GARCH,LSTM,-83.84487777468819,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GARCH,GRU,-83.84491309225945,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GARCH,CNN,-84.82986575143589,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GARCH,CNN_LSTM,-84.28300164296047,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ANN,RNN,-15.331546152018497,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ANN,LSTM,-26.322163242332955,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ANN,GRU,-19.91857285354696,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ANN,CNN,-24.19569923943768,0.0,587,True
DIX+PUTCALLRATIO,wavelet,ANN,CNN_LSTM,-26.37373634220577,0.0,587,True
DIX+PUTCALLRATIO,wavelet,RNN,LSTM,-21.311500576046182,0.0,587,True
DIX+PUTCALLRATIO,wavelet,RNN,GRU,-10.360649402920295,0.0,587,True
DIX+PUTCALLRATIO,wavelet,RNN,CNN,-20.012654146893908,0.0,587,True
DIX+PUTCALLRATIO,wavelet,RNN,CNN_LSTM,-15.554681937467832,0.0,587,True
DIX+PUTCALLRATIO,wavelet,LSTM,GRU,20.84418703799766,0.0,587,True
DIX+PUTCALLRATIO,wavelet,LSTM,CNN,-16.55619075683376,0.0,587,True
DIX+PUTCALLRATIO,wavelet,LSTM,CNN_LSTM,-8.199591438207626,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GRU,CNN,-18.66999726498346,0.0,587,True
DIX+PUTCALLRATIO,wavelet,GRU,CNN_LSTM,-12.502096641061879,0.0,587,True
DIX+PUTCALLRATIO,wavelet,CNN,CNN_LSTM,14.651425363752688,0.0,587,True
DIX+SKEW,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX+SKEW,hurst,ARIMA,ANN,-52.18354204276337,0.0,597,True
DIX+SKEW,hurst,ARIMA,RNN,-51.93106914299986,0.0,597,True
DIX+SKEW,hurst,ARIMA,LSTM,-51.947658239682575,0.0,597,True
DIX+SKEW,hurst,ARIMA,GRU,-51.87130908875855,0.0,597,True
DIX+SKEW,hurst,ARIMA,CNN,-52.00711818025805,0.0,597,True
DIX+SKEW,hurst,ARIMA,CNN_LSTM,-51.947685738019025,0.0,597,True
DIX+SKEW,hurst,GARCH,ANN,-83.02687239513075,0.0,597,True
DIX+SKEW,hurst,GARCH,RNN,-82.45228730106665,0.0,597,True
DIX+SKEW,hurst,GARCH,LSTM,-82.44681161423088,0.0,597,True
DIX+SKEW,hurst,GARCH,GRU,-82.28401750243198,0.0,597,True
DIX+SKEW,hurst,GARCH,CNN,-82.85960696880356,0.0,597,True
DIX+SKEW,hurst,GARCH,CNN_LSTM,-82.83886070072079,0.0,597,True
DIX+SKEW,hurst,ANN,RNN,-5.75158771261437,0.0,597,True
DIX+SKEW,hurst,ANN,LSTM,-3.815819352395221,0.00013566017150878906,597,True
DIX+SKEW,hurst,ANN,GRU,-5.691795911008398,0.0,597,True
DIX+SKEW,hurst,ANN,CNN,-12.34308253387468,0.0,597,True
DIX+SKEW,hurst,ANN,CNN_LSTM,-13.245702639051906,0.0,597,True
DIX+SKEW,hurst,RNN,LSTM,4.091537690620613,4.291534423828125e-05,597,True
DIX+SKEW,hurst,RNN,GRU,-0.6016845380595416,0.5473841428756714,597,False
DIX+SKEW,hurst,RNN,CNN,-5.981454472589685,0.0,597,True
DIX+SKEW,hurst,RNN,CNN_LSTM,-9.479975829046866,0.0,597,True
DIX+SKEW,hurst,LSTM,GRU,-4.879803112972062,9.5367431640625e-07,597,True
DIX+SKEW,hurst,LSTM,CNN,-6.9813341553394475,0.0,597,True
DIX+SKEW,hurst,LSTM,CNN_LSTM,-9.945674217058068,0.0,597,True
DIX+SKEW,hurst,GRU,CNN,-5.654210414132948,0.0,597,True
DIX+SKEW,hurst,GRU,CNN_LSTM,-9.26274843541627,0.0,597,True
DIX+SKEW,hurst,CNN,CNN_LSTM,-12.743712113324596,0.0,597,True
DIX+SKEW,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX+SKEW,none,ARIMA,ANN,-44.46228491178961,0.0,617,True
DIX+SKEW,none,ARIMA,RNN,-44.3742036315531,0.0,617,True
DIX+SKEW,none,ARIMA,LSTM,-44.24518660910166,0.0,617,True
DIX+SKEW,none,ARIMA,GRU,-44.41419682640557,0.0,617,True
DIX+SKEW,none,ARIMA,CNN,-44.343117325353646,0.0,617,True
DIX+SKEW,none,ARIMA,CNN_LSTM,-44.36642792184712,0.0,617,True
DIX+SKEW,none,GARCH,ANN,-74.79275143112771,0.0,617,True
DIX+SKEW,none,GARCH,RNN,-74.78308718977519,0.0,617,True
DIX+SKEW,none,GARCH,LSTM,-74.27323309386,0.0,617,True
DIX+SKEW,none,GARCH,GRU,-74.52845756107732,0.0,617,True
DIX+SKEW,none,GARCH,CNN,-74.67843663894264,0.0,617,True
DIX+SKEW,none,GARCH,CNN_LSTM,-74.54351860039732,0.0,617,True
DIX+SKEW,none,ANN,RNN,-16.026876983402875,0.0,617,True
DIX+SKEW,none,ANN,LSTM,-14.754027407958125,0.0,617,True
DIX+SKEW,none,ANN,GRU,-2.618773946160811,0.008824586868286133,617,True
DIX+SKEW,none,ANN,CNN,-11.726325158588049,0.0,617,True
DIX+SKEW,none,ANN,CNN_LSTM,-6.678802999694539,0.0,617,True
DIX+SKEW,none,RNN,LSTM,5.9122732941702125,0.0,617,True
DIX+SKEW,none,RNN,GRU,13.335059729257365,0.0,617,True
DIX+SKEW,none,RNN,CNN,13.759569826694573,0.0,617,True
DIX+SKEW,none,RNN,CNN_LSTM,16.43156767934585,0.0,617,True
DIX+SKEW,none,LSTM,GRU,12.089229753054447,0.0,617,True
DIX+SKEW,none,LSTM,CNN,6.302929674108466,0.0,617,True
DIX+SKEW,none,LSTM,CNN_LSTM,14.230745071912523,0.0,617,True
DIX+SKEW,none,GRU,CNN,-9.072607729585274,0.0,617,True
DIX+SKEW,none,GRU,CNN_LSTM,-3.8692774327735218,0.00010919570922851562,617,True
DIX+SKEW,none,CNN,CNN_LSTM,11.81707779431646,0.0,617,True
DIX+SKEW,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
DIX+SKEW,wavelet,ARIMA,ANN,-52.97595172287679,0.0,587,True
DIX+SKEW,wavelet,ARIMA,RNN,-52.93123100730898,0.0,587,True
DIX+SKEW,wavelet,ARIMA,LSTM,-52.859648077313395,0.0,587,True
DIX+SKEW,wavelet,ARIMA,GRU,-52.93200627215584,0.0,587,True
DIX+SKEW,wavelet,ARIMA,CNN,-52.701647509412346,0.0,587,True
DIX+SKEW,wavelet,ARIMA,CNN_LSTM,-52.9011071981762,0.0,587,True
DIX+SKEW,wavelet,GARCH,ANN,-84.38173265452875,0.0,587,True
DIX+SKEW,wavelet,GARCH,RNN,-84.50252806749701,0.0,587,True
DIX+SKEW,wavelet,GARCH,LSTM,-83.95943684242944,0.0,587,True
DIX+SKEW,wavelet,GARCH,GRU,-84.27464846775972,0.0,587,True
DIX+SKEW,wavelet,GARCH,CNN,-84.14004153125633,0.0,587,True
DIX+SKEW,wavelet,GARCH,CNN_LSTM,-84.3236875351707,0.0,587,True
DIX+SKEW,wavelet,ANN,RNN,-17.119780013795328,0.0,587,True
DIX+SKEW,wavelet,ANN,LSTM,7.070590285150977,0.0,587,True
DIX+SKEW,wavelet,ANN,GRU,-0.03102644575302029,0.9752484560012817,587,False
DIX+SKEW,wavelet,ANN,CNN,-40.61509751929416,0.0,587,True
DIX+SKEW,wavelet,ANN,CNN_LSTM,-12.236861897242575,0.0,587,True
DIX+SKEW,wavelet,RNN,LSTM,17.439413187829143,0.0,587,True
DIX+SKEW,wavelet,RNN,GRU,15.65217542574995,0.0,587,True
DIX+SKEW,wavelet,RNN,CNN,-24.680204253162284,0.0,587,True
DIX+SKEW,wavelet,RNN,CNN_LSTM,7.223557934052812,0.0,587,True
DIX+SKEW,wavelet,LSTM,GRU,-13.782155962372304,0.0,587,True
DIX+SKEW,wavelet,LSTM,CNN,-39.85103519652834,0.0,587,True
DIX+SKEW,wavelet,LSTM,CNN_LSTM,-22.25617811512735,0.0,587,True
DIX+SKEW,wavelet,GRU,CNN,-41.161777484392225,0.0,587,True
DIX+SKEW,wavelet,GRU,CNN_LSTM,-16.934911181807802,0.0,587,True
DIX+SKEW,wavelet,CNN,CNN_LSTM,44.180328908035825,0.0,587,True
DIX+SKEW+PUTCALLRATIO,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX+SKEW+PUTCALLRATIO,hurst,ARIMA,ANN,-52.08426997109189,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ARIMA,RNN,-51.98037495073666,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ARIMA,LSTM,-52.01250185221393,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ARIMA,GRU,-52.01971098598168,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ARIMA,CNN,-51.935511533023615,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ARIMA,CNN_LSTM,-52.08840026228479,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GARCH,ANN,-82.75384475912213,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GARCH,RNN,-82.45352318363172,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GARCH,LSTM,-82.42193303906822,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GARCH,GRU,-82.59102777713791,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GARCH,CNN,-82.61508814345673,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GARCH,CNN_LSTM,-83.09333738559673,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ANN,RNN,-0.5749776045004945,0.5653064250946045,597,False
DIX+SKEW+PUTCALLRATIO,hurst,ANN,LSTM,3.0228088064504735,0.0025043487548828125,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ANN,GRU,3.725210518653678,0.0001951456069946289,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ANN,CNN,-10.354461939915563,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,ANN,CNN_LSTM,-9.932371953979848,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,RNN,LSTM,3.5848508471479543,0.00033724308013916016,597,True
DIX+SKEW+PUTCALLRATIO,hurst,RNN,GRU,4.472402425062307,7.867813110351562e-06,597,True
DIX+SKEW+PUTCALLRATIO,hurst,RNN,CNN,-9.506178319240332,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,RNN,CNN_LSTM,-8.468232270547643,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,LSTM,GRU,1.8379110930253464,0.06607556343078613,597,False
DIX+SKEW+PUTCALLRATIO,hurst,LSTM,CNN,-9.013788808257932,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,LSTM,CNN_LSTM,-8.831818864609891,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GRU,CNN,-11.33856662843919,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,GRU,CNN_LSTM,-9.956109083818031,0.0,597,True
DIX+SKEW+PUTCALLRATIO,hurst,CNN,CNN_LSTM,-2.0129310318417897,0.04412198066711426,597,True
DIX+SKEW+PUTCALLRATIO,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX+SKEW+PUTCALLRATIO,none,ARIMA,ANN,-44.42494281179499,0.0,617,True
